order_id,customer_id,order_date,status,region_code
O00145,C0142,2023-01-24 09:45:53,CANCELLED,SOUTH
O00146,C0298,2023-01-14 20:55:44,CANCELLED,CENTRAL
O00147,C0046,2023-08-29 18:31:06,CANCELLED,NORTH
O00148,C0477,2025-12-01 13:52:11,PLACED,NORTH
O00149,C0360,2024-07-06 06:39:34,PLACED,SOUTH
O00150,C0286,2025-01-27 20:06:03,DELIVERED,WEST
O00151,C0194,2023-10-27 00:00:00,SHIPPED,EAST
O00152,C0225,2023-03-03 08:14:22,RETURNED,WEST
O00153,C0279,2023-10-22 19:21:21,CANCELLED,EAST
O00154,C0284,2025-07-19 00:24:21,RETURNED,SOUTH
O00155,C0135,2024-11-29 02:15:26,CANCELLED,NORTH
O00156,C0376,2025-09-18 03:20:08,PLACED,CENTRAL
O00157,C0123,2024-07-19 13:42:25,PLACED,CENTRAL
O00158,C0350,2024-08-24 22:42:20,RETURNED,SOUTH
O00159,C0210,2025-08-10 07:45:34,PLACED,NORTH
O00160,C0023,2025-03-23 18:19:47,SHIPPED,SOUTH
O00161,C0249,2023-02-18 13:58:12,PLACED,CENTRAL
O00162,C0337,2025-09-23 22:14:10,RETURNED,CENTRAL
O00163,C0114,2024-02-02 00:00:00,PLACED,NORTH
O00164,C0476,2023-11-21 06:19:12,PLACED,WEST
O00165,C0286,2025-09-19 12:32:30,CANCELLED,EAST
O00166,C0137,2023-04-01 13:34:56,PLACED,EAST
O00167,C0492,2023-05-02 01:38:28,PLACED,SOUTH
O00168,C0099,2025-04-05 21:45:38,SHIPPED,CENTRAL
O00169,C0286,2025-08-29 09:48:27,CANCELLED,NORTH
O00170,C0346,2025-09-19 01:38:22,CANCELLED,NORTH
O00171,C0282,2023-09-17 03:06:07,DELIVERED,SOUTH
O00172,C0227,2025-04-09 09:15:08,DELIVERED,CENTRAL
O00173,C0212,2024-05-19 07:58:56,CANCELLED,EAST
O00174,C0280,2025-08-03 03:17:40,RETURNED,EAST
O00175,C0230,2024-07-13 06:05:28,PLACED,NORTH
O00176,C0266,2024-03-17 22:15:50,DELIVERED,NORTH
O00177,C0110,2024-04-11 13:15:41,PLACED,EAST
O00178,C0293,2025-05-10 02:03:30,SHIPPED,NORTH
O00179,C0080,2023-02-28 14:54:40,DELIVERED,CENTRAL
O00180,C0416,2024-01-24 03:20:26,RETURNED,WEST
O00181,C0376,2025-06-03 00:16:42,DELIVERED,WEST
O00182,C0461,2023-09-26 14:16:19,RETURNED,NORTH
O00183,C0020,2025-07-13 15:49:39,RETURNED,WEST
O00184,C0472,2023-05-02 21:50:57,DELIVERED,WEST
O00185,C0062,2024-10-09 01:03:17,SHIPPED,CENTRAL
O00186,C0324,2023-01-18 18:18:16,DELIVERED,CENTRAL
O00187,C0290,2023-03-05 23:23:08,RETURNED,SOUTH
O00188,C0375,2023-08-26 23:36:58,CANCELLED,CENTRAL
O00189,C0114,2025-06-12 15:03:19,CANCELLED,SOUTH
O00190,C0244,2023-07-25 08:21:53,PLACED,CENTRAL
O00191,C0205,2024-09-12 02:55:49,SHIPPED,SOUTH
O00192,C0250,2025-01-17 02:05:25,RETURNED,SOUTH
O00193,C0377,2025-05-21 17:50:41,SHIPPED,NORTH
O00194,C0166,2024-02-18 14:47:01,RETURNED,NORTH
O00195,C0217,2023-06-24 19:25:03,SHIPPED,EAST
O00196,C0013,2024-06-19 04:49:10,SHIPPED,EAST
O00197,C0412,2025-08-15 06:23:01,SHIPPED,WEST
O00198,C0120,2023-03-11 17:09:22,DELIVERED,SOUTH
O00199,C0028,2023-05-14 07:23:39,RETURNED,SOUTH
O00200,C0356,2024-03-22 00:00:00,DELIVERED,WEST
O00201,C0108,2025-01-01 00:00:00,SHIPPED,SOUTH
O00202,C0133,2025-04-28 20:10:16,RETURNED,SOUTH
O00203,C0010,2025-12-15 18:07:49,RETURNED,NORTH
O00204,C0146,2024-02-01 20:06:10,RETURNED,EAST
O00205,UNKNOWN,2023-03-24 11:09:41,CANCELLED,EAST
O00206,C0338,2025-10-26 21:44:48,PLACED,NORTH
O00207,C0333,2024-03-30 09:01:31,CANCELLED,CENTRAL
O00208,C0249,2023-06-04 17:29:43,RETURNED,NORTH
O00209,C0495,2023-10-17 14:08:38,PLACED,NORTH
O00210,C0157,2024-01-20 07:26:50,CANCELLED,SOUTH
O00211,C0181,2023-01-29 12:57:58,DELIVERED,SOUTH
O00212,C0032,2025-02-17 16:00:32,CANCELLED,NORTH
O00213,C0116,2025-05-12 01:38:18,CANCELLED,SOUTH
O00214,C0267,2023-05-17 09:14:07,RETURNED,SOUTH
O00215,C0079,2024-10-10 07:18:52,DELIVERED,CENTRAL
O00216,C0068,2024-05-26 12:37:29,SHIPPED,CENTRAL
O00217,C0104,2025-04-20 23:08:00,DELIVERED,CENTRAL
O00218,C0466,2023-07-30 02:34:42,SHIPPED,CENTRAL
O00219,C0286,2023-09-03 12:27:12,PLACED,SOUTH
O00220,C0075,2024-05-08 08:53:46,DELIVERED,WEST
O00221,C0382,2024-09-30 20:34:37,DELIVERED,SOUTH
O00222,UNKNOWN,2023-10-19 22:40:21,RETURNED,CENTRAL
O00223,C0314,2024-02-19 13:21:33,SHIPPED,SOUTH
O00224,C0041,2025-12-03 00:00:00,CANCELLED,SOUTH
O00225,C0241,2025-02-19 08:01:04,DELIVERED,SOUTH
O00226,C0071,2024-08-24 21:33:59,SHIPPED,NORTH
O00227,C0008,2024-09-26 17:18:28,CANCELLED,SOUTH
O00228,C0388,2025-11-08 21:20:06,SHIPPED,WEST
O00229,C0167,2025-08-16 13:38:25,SHIPPED,WEST
O00230,C0312,2024-09-20 22:31:37,CANCELLED,EAST
O00231,C0381,2024-09-04 07:00:12,RETURNED,CENTRAL
O00232,UNKNOWN,2025-09-23 08:53:41,PLACED,WEST
O00233,C0022,2024-12-10 18:28:56,SHIPPED,CENTRAL
O00234,UNKNOWN,2025-04-15 13:12:54,CANCELLED,CENTRAL
O00235,C0098,2025-09-06 16:16:55,CANCELLED,EAST
O00236,C0217,2024-03-20 03:40:06,PLACED,CENTRAL
O00237,C0331,2023-08-09 23:04:38,RETURNED,NORTH
O00238,C0481,2023-10-07 06:21:47,RETURNED,SOUTH
O00239,UNKNOWN,2024-09-02 14:35:21,CANCELLED,CENTRAL
O00240,C0047,2023-11-10 16:34:14,SHIPPED,NORTH
O00241,C0231,2023-05-22 15:51:21,PLACED,CENTRAL
O00242,C0500,2024-08-19 15:48:54,SHIPPED,WEST
O00243,C0394,2025-05-04 22:22:54,DELIVERED,CENTRAL
O00244,C0084,2025-10-21 13:04:23,SHIPPED,NORTH
O00245,C0374,2024-10-13 19:08:21,CANCELLED,EAST
O00246,C0461,2025-08-31 03:51:18,SHIPPED,NORTH
O00247,C0007,2025-08-25 02:43:52,CANCELLED,CENTRAL
O00248,C0253,2023-01-09 22:23:45,RETURNED,WEST
O00249,C0041,2024-12-05 20:35:48,PLACED,SOUTH
O00250,C0322,2025-04-30 06:22:27,SHIPPED,NORTH
O00251,C0335,2023-10-15 03:20:03,SHIPPED,NORTH
O00252,C0309,2025-11-02 03:26:00,PLACED,NORTH
O00253,C0092,2023-06-19 03:37:32,DELIVERED,CENTRAL
O00254,C0305,2025-10-23 17:03:19,RETURNED,SOUTH
O00255,C0185,2024-12-08 08:13:28,PLACED,EAST
O00256,C0195,2024-05-16 11:40:15,CANCELLED,CENTRAL
O00257,C0069,2023-04-11 20:36:42,DELIVERED,EAST
O00258,C0108,2025-03-29 17:57:00,RETURNED,NORTH
O00259,C0323,2023-06-19 19:04:57,PLACED,WEST
O00260,C0404,2025-12-05 18:53:32,DELIVERED,WEST
O00261,C0133,2025-08-03 19:22:19,RETURNED,EAST
O00262,C0255,2023-07-21 12:03:22,CANCELLED,WEST
O00263,C0120,2023-10-07 11:25:39,SHIPPED,NORTH
O00264,C0321,2023-07-03 00:00:00,SHIPPED,CENTRAL
O00265,C0171,2024-10-06 02:36:17,SHIPPED,NORTH
O00266,C0145,2025-09-22 03:58:54,PLACED,EAST
O00267,C0166,2024-04-11 11:23:55,PLACED,EAST
O00268,C0292,2024-06-14 06:52:56,PLACED,SOUTH
O00269,C0174,2023-10-29 09:25:30,CANCELLED,WEST
O00270,C0247,2023-02-25 05:42:27,CANCELLED,CENTRAL
O00271,C0417,2024-06-04 13:47:36,PLACED,CENTRAL
O00272,C0348,2024-04-10 00:20:37,RETURNED,NORTH
O00273,C0170,2023-11-20 12:35:15,DELIVERED,NORTH
O00274,C0016,2023-08-20 22:29:25,CANCELLED,CENTRAL
O00275,C0200,2023-09-15 19:47:27,PLACED,EAST
O00276,C0140,2024-05-03 13:23:14,CANCELLED,SOUTH
O00277,C0487,2024-07-31 05:38:23,RETURNED,EAST
O00278,UNKNOWN,2023-09-29 20:56:53,SHIPPED,NORTH
O00279,C0410,2024-11-20 09:05:50,RETURNED,SOUTH
O00280,C0248,2023-10-23 11:36:19,RETURNED,EAST
O00281,C0447,2024-05-23 12:02:36,RETURNED,SOUTH
O00282,C0236,2023-11-15 17:55:47,RETURNED,NORTH
O00283,C0023,2023-01-07 09:13:37,RETURNED,NORTH
O00284,C0024,2024-06-01 17:56:33,DELIVERED,NORTH
O00285,C0328,2025-06-16 04:59:28,DELIVERED,SOUTH
O00286,C0273,2023-10-27 02:37:18,CANCELLED,NORTH
O00287,C0141,2024-02-28 13:17:08,RETURNED,CENTRAL
O00288,C0278,2025-03-09 13:34:14,DELIVERED,EAST
O00289,C0412,2023-08-08 21:37:15,SHIPPED,SOUTH
O00290,C0457,2023-04-21 16:07:36,CANCELLED,NORTH
O00291,C0463,2023-07-22 00:00:00,PLACED,WEST
O00292,C0201,2023-03-25 13:48:17,RETURNED,CENTRAL
O00293,C0359,2025-09-04 20:22:05,DELIVERED,EAST
O00294,C0366,2024-05-31 06:14:18,RETURNED,NORTH
O00295,C0048,2024-12-24 10:22:53,CANCELLED,NORTH
O00296,C0330,2024-12-08 17:24:32,CANCELLED,WEST
O00297,C0074,2023-12-26 22:11:10,RETURNED,EAST
O00298,C0359,2024-07-18 14:22:25,DELIVERED,EAST
O00299,C0034,2024-12-05 03:37:03,DELIVERED,WEST
O00300,C0145,2024-12-17 12:20:10,RETURNED,CENTRAL
O00301,C0208,2023-07-17 21:35:33,PLACED,EAST
O00302,C0406,2025-05-13 22:46:10,CANCELLED,WEST
O00303,C0318,2025-07-06 08:46:34,SHIPPED,WEST
O00304,C0107,2024-08-19 05:42:53,RETURNED,WEST
O00305,C0176,2024-11-07 07:09:45,SHIPPED,SOUTH
O00306,C0379,2025-10-26 07:58:31,RETURNED,WEST
O00307,C0238,2023-06-27 14:15:54,PLACED,WEST
O00308,C0208,2023-10-01 16:14:34,PLACED,CENTRAL
O00309,C0331,2024-08-11 14:49:35,PLACED,SOUTH
O00310,C0463,2023-08-04 19:11:28,PLACED,SOUTH
O00311,C0273,2025-10-23 15:26:39,RETURNED,CENTRAL
O00312,C0349,2024-11-25 15:19:28,DELIVERED,CENTRAL
O00313,C0483,2025-11-21 15:47:35,DELIVERED,NORTH
O00314,C0262,2025-06-24 00:00:00,SHIPPED,EAST
O00315,C0282,2023-04-07 22:50:03,PLACED,CENTRAL
O00316,C0145,2024-07-12 01:36:38,SHIPPED,WEST
O00317,C0321,2025-12-26 20:43:45,CANCELLED,WEST
O00318,C0109,2024-08-15 17:46:33,CANCELLED,SOUTH
O00319,C0432,2023-10-20 09:36:18,CANCELLED,SOUTH
O00320,C0344,2024-03-24 02:58:24,PLACED,NORTH
O00321,C0370,2025-10-04 00:00:00,CANCELLED,SOUTH
O00322,C0413,2023-05-12 12:28:55,CANCELLED,CENTRAL
O00323,C0233,2024-10-23 07:24:06,RETURNED,WEST
O00324,C0096,2024-08-20 15:12:15,PLACED,CENTRAL
O00325,C0122,2025-02-12 20:38:15,DELIVERED,WEST
O00326,C0018,2025-04-28 10:33:14,RETURNED,WEST
O00327,C0298,2025-12-30 23:55:33,PLACED,SOUTH
O00328,C0385,2025-03-28 17:54:52,CANCELLED,CENTRAL
O00329,C0313,2023-05-02 12:47:50,CANCELLED,NORTH
O00330,C0409,2025-11-28 16:07:40,RETURNED,NORTH
O00331,C0006,2024-06-17 16:19:46,RETURNED,WEST
O00332,C0216,2025-06-10 14:58:38,DELIVERED,EAST
O00333,C0473,2023-09-18 00:00:00,DELIVERED,CENTRAL
O00334,C0243,2024-02-09 14:01:26,RETURNED,NORTH
O00335,C0415,2025-10-16 13:22:43,PLACED,EAST
O00336,C0259,2025-01-23 01:10:11,DELIVERED,EAST
O00337,C0141,2023-07-25 21:24:11,PLACED,NORTH
O00338,C0303,2025-07-27 00:05:55,CANCELLED,EAST
O00339,C0359,2023-09-30 11:21:44,SHIPPED,CENTRAL
O00340,C0044,2023-02-21 09:42:15,RETURNED,SOUTH
O00341,C0212,2025-02-09 10:17:30,SHIPPED,WEST
O00342,C0296,2025-09-17 10:30:23,DELIVERED,NORTH
O00343,C0420,2025-09-24 17:13:45,SHIPPED,WEST
O00344,C0244,2024-09-11 10:17:01,RETURNED,SOUTH
O00345,C0200,2024-08-12 23:59:59,SHIPPED,CENTRAL
O00346,C0475,2024-11-06 00:00:00,CANCELLED,EAST
O00347,C0022,2025-04-03 17:16:49,RETURNED,EAST
O00348,C0334,2024-11-01 18:08:39,DELIVERED,EAST
O00349,C0131,2024-02-19 21:45:19,CANCELLED,WEST
O00350,C0376,2025-11-15 00:40:39,SHIPPED,CENTRAL
O00351,C0093,2024-06-08 03:25:47,PLACED,NORTH
O00352,C0051,2023-04-16 00:00:00,CANCELLED,EAST
O00353,C0129,2023-12-07 20:26:00,PLACED,CENTRAL
O00354,C0305,2023-05-23 19:49:10,SHIPPED,CENTRAL
O00355,C0491,2025-09-18 05:27:15,RETURNED,SOUTH
O00356,C0461,2024-08-07 00:44:47,SHIPPED,NORTH
O00357,C0151,2025-12-16 15:50:50,PLACED,WEST
O00358,C0355,2024-03-05 08:19:33,DELIVERED,EAST
O00359,C0142,2023-09-09 14:31:52,CANCELLED,WEST
O00360,C0133,2024-05-31 18:16:02,DELIVERED,SOUTH
O00361,C0476,2024-11-15 09:49:13,CANCELLED,SOUTH
O00362,C0074,2025-09-29 17:21:25,CANCELLED,SOUTH
O00363,C0468,2025-08-11 18:19:20,DELIVERED,NORTH
O00364,C0293,2023-02-24 03:42:30,CANCELLED,NORTH
O00365,UNKNOWN,2025-02-12 03:39:08,PLACED,WEST
O00366,C0169,2024-02-18 21:28:19,RETURNED,NORTH
O00367,C0395,2025-03-11 14:52:15,CANCELLED,WEST
O00368,C0002,2023-04-19 21:30:20,CANCELLED,NORTH
O00369,C0184,2025-05-31 04:23:05,DELIVERED,WEST
O00370,C0491,2023-03-27 17:48:23,DELIVERED,CENTRAL
O00371,C0236,2024-06-12 06:27:35,DELIVERED,SOUTH
O00372,C0496,2023-10-02 08:48:27,SHIPPED,EAST
O00373,C0055,2025-12-17 00:22:18,DELIVERED,WEST
O00374,C0225,2023-05-12 19:54:09,SHIPPED,NORTH
O00375,C0304,2023-10-27 00:00:00,CANCELLED,NORTH
O00376,C0256,2025-04-19 17:14:27,CANCELLED,NORTH
O00377,C0173,2023-02-27 13:03:04,PLACED,WEST
O00378,C0335,2023-07-03 14:20:05,CANCELLED,CENTRAL
O00379,C0120,2023-08-20 09:23:37,PLACED,SOUTH
O00380,C0242,2025-01-29 11:18:57,RETURNED,NORTH
O00381,UNKNOWN,2024-01-12 23:51:40,PLACED,EAST
O00382,C0088,2023-06-01 03:19:03,PLACED,NORTH
O00383,C0410,2023-06-27 08:55:37,PLACED,SOUTH
O00384,C0428,2024-10-24 02:18:54,CANCELLED,EAST
O00385,C0295,2023-07-07 15:50:28,DELIVERED,SOUTH
O00386,C0172,2023-03-12 19:35:22,DELIVERED,SOUTH
O00387,C0190,2024-10-06 22:04:30,CANCELLED,SOUTH
O00388,C0052,2025-06-23 00:00:00,RETURNED,WEST
O00389,C0250,2023-09-03 00:00:00,PLACED,SOUTH
O00390,C0304,2023-05-19 11:25:34,CANCELLED,WEST
O00391,C0074,2025-12-11 12:59:22,RETURNED,WEST
O00392,C0090,2024-10-02 01:38:28,PLACED,CENTRAL
O00393,C0314,2023-10-07 14:54:13,DELIVERED,EAST
O00394,C0121,2024-10-12 00:00:00,RETURNED,NORTH
O00395,C0390,2025-08-19 11:02:42,RETURNED,SOUTH
O00396,C0338,2024-12-22 03:13:37,PLACED,SOUTH
O00397,C0351,2023-06-25 00:58:55,CANCELLED,WEST
O00398,UNKNOWN,2023-10-01 21:49:42,DELIVERED,EAST
O00399,C0172,2023-11-22 14:04:20,CANCELLED,NORTH
O00400,C0474,2023-06-12 05:06:02,SHIPPED,NORTH
O00401,C0037,2025-01-23 12:23:58,CANCELLED,CENTRAL
O00402,C0102,2025-06-19 15:05:08,DELIVERED,SOUTH
O00403,C0051,2023-06-21 02:03:03,CANCELLED,SOUTH
O00404,C0038,2024-08-06 08:51:43,CANCELLED,NORTH
O00405,C0476,2024-11-08 02:13:38,SHIPPED,WEST
O00406,C0369,2024-08-03 04:31:59,DELIVERED,EAST
O00407,C0017,2023-11-11 02:58:06,PLACED,EAST
O00408,C0239,2023-08-01 01:08:41,SHIPPED,EAST
O00409,C0310,2023-12-08 12:44:05,RETURNED,SOUTH
O00410,C0438,2025-06-17 01:55:46,CANCELLED,CENTRAL
O00411,C0111,2025-01-29 23:11:50,CANCELLED,EAST
O00412,C0377,2023-01-23 12:44:34,SHIPPED,EAST
O00413,C0457,2024-11-05 13:57:56,SHIPPED,CENTRAL
O00414,UNKNOWN,2023-01-08 21:18:21,CANCELLED,CENTRAL
O00415,C0202,2023-02-22 05:27:54,PLACED,WEST
O00416,C0286,2025-02-08 09:33:53,CANCELLED,SOUTH
O00417,C0123,2023-07-26 03:51:43,PLACED,NORTH
O00418,C0083,2025-01-15 07:36:17,RETURNED,CENTRAL
O00419,C0238,2023-02-07 22:12:00,CANCELLED,SOUTH
O00420,C0361,2024-07-29 10:16:32,PLACED,WEST
O00421,C0017,2025-12-09 01:03:01,DELIVERED,CENTRAL
O00422,C0107,2025-04-22 15:26:47,PLACED,CENTRAL
O00423,C0029,2024-06-05 11:36:16,DELIVERED,NORTH
O00424,C0239,2023-06-22 09:07:57,DELIVERED,EAST
O00425,C0361,2023-09-30 06:26:32,SHIPPED,SOUTH
